<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SBER,5,20170324,120500,164.1600000,164.4500000,164.1400000,164.4500000,143290
SBER,5,20170324,121000,164.4500000,164.6500000,164.3400000,164.4100000,344660
SBER,5,20170324,121500,164.4200000,164.7000000,164.3100000,164.6700000,140800
SBER,5,20170324,122000,164.7000000,165.1900000,164.5900000,164.8200000,1883910
SBER,5,20170324,122500,164.8200000,165.0500000,164.7900000,164.9600000,420690
SBER,5,20170324,123000,164.9600000,165.0000000,164.7200000,164.8500000,258510
SBER,5,20170324,123500,164.8200000,165.0600000,164.8100000,164.9600000,370150
SBER,5,20170324,124000,164.9600000,165.0700000,164.8700000,165.0000000,208330
SBER,5,20170324,124500,165.0300000,165.0400000,164.8800000,165.0000000,106660
SBER,5,20170324,125000,165.0000000,165.1000000,164.8900000,164.9600000,153550
SBER,5,20170324,125500,164.9900000,165.0000000,164.8500000,164.9000000,124460
SBER,5,20170324,130000,164.9000000,165.0000000,164.9000000,164.9900000,66320
SBER,5,20170324,130500,165.0000000,165.0500000,164.9200000,165.0300000,110360
SBER,5,20170324,131000,165.0300000,165.0700000,164.9800000,165.0000000,141260
SBER,5,20170324,131500,165.0500000,165.3200000,165.0000000,165.2900000,895690
SBER,5,20170324,132000,165.2900000,165.3200000,164.5100000,164.5800000,1291420
SBER,5,20170324,132500,164.5700000,164.7400000,164.5200000,164.6100000,303380
SBER,5,20170324,133000,164.6200000,164.7000000,164.3000000,164.5400000,492270
SBER,5,20170324,133500,164.5000000,164.9200000,164.4200000,164.6700000,910000
SBER,5,20170324,134000,164.7000000,164.9000000,164.5600000,164.6100000,321050
SBER,5,20170324,134500,164.5700000,164.9000000,164.3100000,164.8000000,304480
SBER,5,20170324,135000,164.8900000,165.0800000,164.6600000,164.7300000,183940
SBER,5,20170324,135500,164.7100000,164.9000000,164.6500000,164.7700000,111890
SBER,5,20170324,140000,164.7500000,164.8300000,164.6200000,164.8300000,174570
SBER,5,20170324,140500,164.8200000,164.8200000,164.5400000,164.5700000,89530
SBER,5,20170324,141000,164.6200000,164.7000000,164.4400000,164.4400000,222900
SBER,5,20170324,141500,164.4400000,164.5800000,164.3400000,164.5700000,309970
SBER,5,20170324,142000,164.5700000,164.8100000,164.5200000,164.7500000,165090
SBER,5,20170324,142500,164.7600000,164.8000000,164.7100000,164.7900000,111750
SBER,5,20170324,143000,164.8000000,164.8000000,164.5000000,164.6400000,236870
SBER,5,20170324,143500,164.6400000,164.8000000,164.5800000,164.7700000,102920
SBER,5,20170324,144000,164.7700000,165.2000000,164.7400000,165.0200000,304510
SBER,5,20170324,144500,165.0200000,165.1700000,164.9400000,165.0300000,281240
SBER,5,20170324,145000,165.0700000,165.1600000,164.7100000,164.8000000,129510
SBER,5,20170324,145500,164.7900000,164.9400000,164.7000000,164.8200000,77950
SBER,5,20170324,150000,164.7800000,164.7800000,164.5400000,164.7500000,89750
SBER,5,20170324,150500,164.7500000,164.8000000,164.5000000,164.5100000,311590
SBER,5,20170324,151000,164.5100000,164.8000000,164.5000000,164.7400000,132230
SBER,5,20170324,151500,164.7100000,164.9300000,164.6000000,164.8500000,203790
SBER,5,20170324,152000,164.8400000,164.9100000,164.7200000,164.7500000,116160
SBER,5,20170324,152500,164.7400000,164.9000000,164.7000000,164.8700000,149540
SBER,5,20170324,153000,164.8700000,165.1100000,164.8700000,165.0600000,416600
SBER,5,20170324,153500,165.0300000,165.1600000,164.9700000,165.0000000,310410
SBER,5,20170324,154000,164.9900000,165.0500000,164.7600000,164.8500000,243110
SBER,5,20170324,154500,164.8500000,165.0000000,164.8500000,164.9600000,73020
SBER,5,20170324,155000,164.9900000,165.1000000,164.8700000,165.1000000,178810
SBER,5,20170324,155500,165.0600000,165.1100000,164.8900000,165.0100000,76020
SBER,5,20170324,160000,165.0100000,165.1100000,164.9600000,165.1000000,77420
SBER,5,20170324,160500,165.1000000,165.4700000,165.0000000,165.3600000,953490
SBER,5,20170324,161000,165.3600000,165.9000000,165.3500000,165.5800000,2434410
SBER,5,20170324,161500,165.5800000,165.7200000,165.3600000,165.4500000,229420
SBER,5,20170324,162000,165.4500000,165.5700000,165.4200000,165.4800000,191090
SBER,5,20170324,162500,165.4800000,165.4800000,165.3100000,165.3400000,132210
SBER,5,20170324,163000,165.3300000,165.4000000,165.0900000,165.2000000,256880
SBER,5,20170324,163500,165.2000000,165.4000000,165.1200000,165.3700000,88530
SBER,5,20170324,164000,165.3700000,165.4500000,165.2600000,165.3000000,160010
SBER,5,20170324,164500,165.3200000,165.5000000,165.2600000,165.3300000,184480
SBER,5,20170324,165000,165.3300000,165.4800000,165.1900000,165.3000000,187000
SBER,5,20170324,165500,165.3000000,165.3500000,164.7000000,164.9000000,674330
SBER,5,20170324,170000,164.9200000,164.9900000,164.5900000,164.5900000,298330
SBER,5,20170324,170500,164.6400000,164.7700000,164.4000000,164.7400000,347340
SBER,5,20170324,171000,164.7300000,164.7800000,164.6500000,164.7700000,176160
SBER,5,20170324,171500,164.7800000,164.8300000,164.6500000,164.8300000,171730
SBER,5,20170324,172000,164.7700000,164.9300000,164.7600000,164.8900000,84200
SBER,5,20170324,172500,164.8900000,165.1900000,164.6300000,164.7900000,332500
SBER,5,20170324,173000,164.8000000,164.8400000,164.5000000,164.7200000,251240
SBER,5,20170324,173500,164.6500000,164.8600000,164.6500000,164.8500000,68550
SBER,5,20170324,174000,164.7900000,164.8500000,164.6900000,164.8500000,83830
SBER,5,20170324,174500,164.8500000,164.9900000,164.8400000,164.9900000,249680
SBER,5,20170324,175000,164.9800000,165.0700000,164.9000000,164.9000000,133480
SBER,5,20170324,175500,164.8900000,164.9300000,164.7100000,164.9300000,129180
SBER,5,20170324,180000,164.9200000,165.0000000,164.7700000,164.8100000,158980
SBER,5,20170324,180500,164.7900000,164.8400000,164.6000000,164.7900000,146070
SBER,5,20170324,181000,164.7500000,164.7900000,164.4100000,164.5000000,410560
SBER,5,20170324,181500,164.5000000,164.7000000,164.4000000,164.6300000,292170
SBER,5,20170324,182000,164.6900000,164.8600000,164.6000000,164.7500000,193110
SBER,5,20170324,182500,164.7500000,164.7500000,164.4600000,164.5400000,321310
SBER,5,20170324,183000,164.5300000,164.7000000,164.5100000,164.5400000,224280
SBER,5,20170324,183500,164.5800000,164.8000000,164.5200000,164.8000000,155260
SBER,5,20170324,184000,164.8000000,165.0000000,164.7000000,165.0000000,803570
SBER,5,20170324,185000,164.5200000,164.5200000,164.5200000,164.5200000,453990
SBER,5,20170327,100500,163.0300000,163.3700000,162.3300000,162.6300000,2972870
SBER,5,20170327,101000,162.6300000,162.8900000,162.4000000,162.5500000,611530
SBER,5,20170327,101500,162.5600000,162.7200000,162.1900000,162.4800000,1194540
SBER,5,20170327,102000,162.4200000,162.5000000,161.8100000,162.2900000,2034700
SBER,5,20170327,102500,162.3000000,162.6200000,162.2200000,162.5800000,474600
SBER,5,20170327,103000,162.5800000,162.8800000,162.5300000,162.8500000,548070
SBER,5,20170327,103500,162.8500000,162.8600000,162.5500000,162.7200000,219680
SBER,5,20170327,104000,162.6500000,162.8800000,162.6000000,162.7000000,200270
SBER,5,20170327,104500,162.6400000,162.7400000,162.4200000,162.6200000,530600
SBER,5,20170327,105000,162.6000000,162.6900000,162.4700000,162.5200000,159490
SBER,5,20170327,105500,162.5800000,162.6900000,162.3300000,162.6000000,398700
SBER,5,20170327,110000,162.6000000,162.6800000,162.0000000,162.4000000,1103990
SBER,5,20170327,110500,162.4000000,162.6700000,162.1100000,162.5100000,744680
SBER,5,20170327,111000,162.5100000,162.5800000,162.4000000,162.4900000,112120
SBER,5,20170327,111500,162.5000000,162.5500000,162.2300000,162.4800000,271540
SBER,5,20170327,112000,162.4400000,162.4800000,162.0700000,162.4700000,263860
SBER,5,20170327,112500,162.4700000,162.4700000,162.1600000,162.3800000,60000
SBER,5,20170327,113000,162.3100000,162.4000000,162.1800000,162.2900000,188230
SBER,5,20170327,113500,162.2700000,162.3400000,162.0700000,162.2000000,141530
SBER,5,20170327,114000,162.1900000,162.3700000,162.0700000,162.1200000,134620
SBER,5,20170327,114500,162.1000000,162.5800000,162.0100000,162.5100000,665550
SBER,5,20170327,115000,162.5800000,162.7900000,162.4900000,162.6000000,1137080
SBER,5,20170327,115500,162.6000000,162.7000000,162.5400000,162.6200000,150770
SBER,5,20170327,120000,162.6500000,162.6900000,162.4700000,162.5900000,59790
SBER,5,20170327,120500,162.5900000,162.6300000,162.4400000,162.6100000,65110
SBER,5,20170327,121000,162.6100000,162.6300000,162.4200000,162.4200000,115040
SBER,5,20170327,121500,162.4200000,162.4200000,162.1600000,162.4100000,468130
SBER,5,20170327,122000,162.4200000,162.4500000,162.1600000,162.2900000,138120
SBER,5,20170327,122500,162.2900000,162.3500000,162.1600000,162.2100000,59850
SBER,5,20170327,123000,162.2100000,162.3000000,162.1000000,162.1600000,404260
SBER,5,20170327,123500,162.1500000,162.1500000,161.7000000,161.8900000,1311820
SBER,5,20170327,124000,161.8400000,162.0200000,161.8100000,161.9400000,153900
SBER,5,20170327,124500,161.9300000,162.0000000,161.8000000,161.9000000,196090
SBER,5,20170327,125000,161.9000000,161.9200000,161.5700000,161.6900000,460410
SBER,5,20170327,125500,161.6300000,161.7500000,161.5600000,161.6300000,265880
SBER,5,20170327,130000,161.6200000,161.6200000,161.4000000,161.6000000,517470
SBER,5,20170327,130500,161.5800000,161.6000000,161.4500000,161.5900000,185300
SBER,5,20170327,131000,161.5600000,161.6800000,161.5000000,161.6000000,59170
SBER,5,20170327,131500,161.6500000,161.6600000,161.3300000,161.3500000,222530
SBER,5,20170327,132000,161.3700000,161.5000000,161.3300000,161.4400000,235520
SBER,5,20170327,132500,161.4400000,161.6800000,161.4000000,161.6400000,105830
SBER,5,20170327,133000,161.6700000,161.8300000,161.5300000,161.7800000,130470
SBER,5,20170327,133500,161.7700000,161.8700000,161.5600000,161.8700000,171180
SBER,5,20170327,134000,161.8600000,161.8600000,161.7000000,161.8400000,106140
SBER,5,20170327,134500,161.8400000,161.8600000,161.7000000,161.8400000,111810
SBER,5,20170327,135000,161.8300000,161.8500000,161.6300000,161.7600000,169710
SBER,5,20170327,135500,161.6900000,161.7300000,161.5200000,161.5600000,94600
SBER,5,20170327,140000,161.5900000,161.6300000,161.5200000,161.6100000,11130
SBER,5,20170327,140500,161.6300000,161.7900000,161.5600000,161.7300000,37610
SBER,5,20170327,141000,161.7000000,161.7000000,161.3900000,161.4400000,174140
SBER,5,20170327,141500,161.4800000,161.4800000,161.1300000,161.2800000,416130
SBER,5,20170327,142000,161.2800000,161.4500000,161.2100000,161.3800000,111970
SBER,5,20170327,142500,161.3800000,161.4300000,161.3000000,161.3300000,50770
SBER,5,20170327,143000,161.3600000,161.5300000,161.3100000,161.5300000,101120
SBER,5,20170327,143500,161.4700000,161.5700000,161.4500000,161.5700000,25280
SBER,5,20170327,144000,161.5700000,161.6400000,161.5000000,161.5900000,42310
SBER,5,20170327,144500,161.5500000,161.8200000,161.5400000,161.8200000,149270
SBER,5,20170327,145000,161.8100000,161.8900000,161.7200000,161.8200000,131120
SBER,5,20170327,145500,161.8200000,161.8300000,161.6600000,161.8300000,101260
SBER,5,20170327,150000,161.8000000,161.8000000,161.5900000,161.6600000,56430
SBER,5,20170327,150500,161.6300000,161.8700000,161.5900000,161.7600000,182430
SBER,5,20170327,151000,161.8100000,161.8800000,161.6700000,161.6700000,117910
SBER,5,20170327,151500,161.6800000,161.7100000,161.3600000,161.3600000,253810
SBER,5,20170327,152000,161.4200000,161.5900000,161.3700000,161.5900000,16810
SBER,5,20170327,152500,161.5800000,161.7100000,161.4900000,161.5200000,54600
SBER,5,20170327,153000,161.5500000,161.5800000,161.4700000,161.5500000,13350
SBER,5,20170327,153500,161.5500000,161.5500000,161.3000000,161.3000000,136090
SBER,5,20170327,154000,161.3000000,161.4700000,161.3000000,161.3900000,19850
SBER,5,20170327,154500,161.4600000,161.7300000,161.4600000,161.7300000,107940
SBER,5,20170327,155000,161.7300000,161.8000000,161.6500000,161.7400000,37840
SBER,5,20170327,155500,161.7100000,161.7300000,161.6000000,161.7200000,15820
SBER,5,20170327,160000,161.7000000,161.7900000,161.7000000,161.7800000,8440
SBER,5,20170327,160500,161.7100000,161.7500000,161.2200000,161.3100000,401750
SBER,5,20170327,161000,161.3100000,161.4100000,161.1000000,161.3500000,341390
SBER,5,20170327,161500,161.3500000,161.6700000,161.3000000,161.5100000,67970
SBER,5,20170327,162000,161.5500000,161.5500000,161.3600000,161.4200000,67820
SBER,5,20170327,162500,161.3900000,161.5500000,161.2900000,161.5200000,56180
SBER,5,20170327,163000,161.5200000,161.5800000,161.4100000,161.5300000,33300
SBER,5,20170327,163500,161.5200000,161.5500000,161.3900000,161.4600000,197080
SBER,5,20170327,164000,161.4200000,161.6200000,161.3700000,161.5100000,132770
SBER,5,20170327,164500,161.5100000,161.6000000,161.3600000,161.4300000,136210
SBER,5,20170327,165000,161.4300000,161.5700000,161.4300000,161.5000000,26640
SBER,5,20170327,165500,161.5400000,161.7700000,161.5400000,161.7000000,285900
SBER,5,20170327,170000,161.7300000,162.2200000,161.6600000,161.9500000,773920
SBER,5,20170327,170500,161.9600000,162.1700000,161.9200000,162.0700000,256690
SBER,5,20170327,171000,162.0300000,162.4300000,162.0000000,162.3300000,805260
SBER,5,20170327,171500,162.3400000,162.4000000,162.1000000,162.1500000,374330
SBER,5,20170327,172000,162.1500000,162.2300000,161.7300000,161.8300000,968340
SBER,5,20170327,172500,161.7800000,161.9000000,161.5900000,161.8000000,507640
SBER,5,20170327,173000,161.8000000,162.0900000,161.7300000,161.9900000,206120
SBER,5,20170327,173500,162.0900000,162.3500000,162.0000000,162.2000000,126220
SBER,5,20170327,174000,162.2000000,162.3200000,162.0800000,162.1000000,256700
SBER,5,20170327,174500,162.1500000,162.3200000,162.1500000,162.3200000,203030
SBER,5,20170327,175000,162.3300000,162.5600000,162.2700000,162.4100000,804750
SBER,5,20170327,175500,162.4800000,162.5000000,162.3700000,162.3700000,154100
SBER,5,20170327,180000,162.3700000,162.4500000,162.3600000,162.4500000,232560
SBER,5,20170327,180500,162.4500000,162.7300000,162.4200000,162.7000000,1037890
SBER,5,20170327,181000,162.6900000,163.1000000,162.6900000,162.8900000,1226710
SBER,5,20170327,181500,162.8500000,162.9800000,162.8000000,162.9400000,333040
SBER,5,20170327,182000,162.9200000,162.9700000,162.7100000,162.7500000,217250
SBER,5,20170327,182500,162.7900000,162.8800000,162.7500000,162.8000000,247250
SBER,5,20170327,183000,162.8500000,162.9200000,162.7600000,162.8900000,334830
SBER,5,20170327,183500,162.9000000,163.0000000,162.9000000,162.9800000,835020
SBER,5,20170327,184000,162.9900000,163.0000000,162.9000000,163.0000000,709020
SBER,5,20170327,185000,162.6900000,162.6900000,162.6900000,162.6900000,371070
SBER,5,20170328,100500,163.4800000,163.6800000,163.1000000,163.2500000,1246600
SBER,5,20170328,101000,163.2800000,163.6000000,163.2200000,163.3000000,414130
SBER,5,20170328,101500,163.3000000,163.5000000,163.2600000,163.3700000,178360
SBER,5,20170328,102000,163.3600000,163.5300000,163.2500000,163.2500000,319030
SBER,5,20170328,102500,163.2500000,163.3900000,162.7000000,163.3000000,603900
SBER,5,20170328,103000,163.3200000,163.4600000,162.8700000,162.9000000,228260
SBER,5,20170328,103500,162.9300000,163.2200000,162.6500000,162.9400000,741610
SBER,5,20170328,104000,162.9300000,162.9500000,162.6700000,162.9000000,457190
SBER,5,20170328,104500,162.8600000,162.9600000,162.6700000,162.8200000,318860
SBER,5,20170328,105000,162.8500000,162.9800000,162.7000000,162.8300000,290600
SBER,5,20170328,105500,162.8500000,162.8500000,162.5000000,162.6900000,398510
SBER,5,20170328,110000,162.7000000,162.7100000,162.3000000,162.5600000,605550
SBER,5,20170328,110500,162.5400000,162.5900000,162.3600000,162.4500000,640930
SBER,5,20170328,111000,162.4500000,162.4800000,162.1200000,162.2300000,419210
SBER,5,20170328,111500,162.2300000,162.2300000,162.0500000,162.2100000,323930
SBER,5,20170328,112000,162.1600000,162.3500000,162.0500000,162.2900000,118870
SBER,5,20170328,112500,162.2900000,162.3200000,162.1300000,162.3200000,123440
SBER,5,20170328,113000,162.2100000,162.6000000,162.1900000,162.4200000,399050
SBER,5,20170328,113500,162.3900000,162.6300000,162.3800000,162.6300000,246230
SBER,5,20170328,114000,162.6400000,163.0700000,162.6100000,162.7900000,610690
SBER,5,20170328,114500,162.7900000,163.0800000,162.7400000,163.0500000,216390
SBER,5,20170328,115000,163.0500000,163.3800000,163.0000000,163.1200000,427170
SBER,5,20170328,115500,163.1200000,163.2500000,162.9800000,163.0800000,451090
SBER,5,20170328,120000,163.0800000,163.2100000,162.9300000,162.9900000,381120
SBER,5,20170328,120500,163.0000000,163.1600000,163.0000000,163.0700000,111250
SBER,5,20170328,121000,163.0400000,163.0900000,162.9300000,163.0600000,86150
SBER,5,20170328,121500,163.0600000,163.1700000,163.0000000,163.0500000,138870
SBER,5,20170328,122000,163.0600000,163.2500000,163.0100000,163.2400000,196330
SBER,5,20170328,122500,163.2200000,163.2500000,162.9700000,163.0000000,1080130
SBER,5,20170328,123000,163.0000000,163.2000000,163.0000000,163.0700000,143760
SBER,5,20170328,123500,163.0300000,163.1400000,163.0000000,163.0400000,59750
SBER,5,20170328,124000,163.1000000,163.2400000,163.0300000,163.0600000,110670
SBER,5,20170328,124500,163.0800000,163.2400000,163.0100000,163.2100000,109710
SBER,5,20170328,125000,163.1600000,163.5000000,163.1200000,163.3400000,194380
SBER,5,20170328,125500,163.3400000,163.4100000,163.2000000,163.3000000,44220
SBER,5,20170328,130000,163.2900000,163.3000000,163.0000000,163.0000000,250340
SBER,5,20170328,130500,163.0500000,163.1200000,162.7400000,162.7500000,495890
SBER,5,20170328,131000,162.7500000,162.8600000,162.7100000,162.8200000,86510
SBER,5,20170328,131500,162.8000000,162.8100000,162.5500000,162.6700000,125810
SBER,5,20170328,132000,162.6000000,162.8200000,162.5500000,162.7500000,52350
SBER,5,20170328,132500,162.7800000,162.8900000,162.6200000,162.6800000,45950
SBER,5,20170328,133000,162.7000000,162.7700000,162.6200000,162.7700000,42490
SBER,5,20170328,133500,162.7000000,162.8700000,162.7000000,162.8200000,51410
SBER,5,20170328,134000,162.8800000,162.8800000,162.6500000,162.7000000,25690
SBER,5,20170328,134500,162.7000000,162.7900000,162.6200000,162.7200000,46170
SBER,5,20170328,135000,162.7100000,162.9400000,162.6600000,162.8900000,55150
SBER,5,20170328,135500,162.8800000,162.9300000,162.7600000,162.8800000,41340
SBER,5,20170328,140000,162.8800000,162.9300000,162.7700000,162.8400000,63800
SBER,5,20170328,140500,162.8800000,162.9400000,162.8800000,162.9200000,38980
SBER,5,20170328,141000,162.9200000,162.9200000,162.6100000,162.7300000,43560
SBER,5,20170328,141500,162.7700000,162.7700000,162.5600000,162.6000000,124840
SBER,5,20170328,142000,162.6800000,162.6800000,162.2100000,162.3500000,367420
SBER,5,20170328,142500,162.3600000,162.4500000,162.2900000,162.4200000,133250
SBER,5,20170328,143000,162.4200000,162.4500000,162.3200000,162.4000000,77320
SBER,5,20170328,143500,162.3600000,162.5500000,162.1900000,162.5000000,310290
SBER,5,20170328,144000,162.5000000,162.5000000,162.3500000,162.3700000,93090
SBER,5,20170328,144500,162.3800000,162.5000000,162.3500000,162.4100000,59890
SBER,5,20170328,145000,162.4100000,162.8000000,162.4000000,162.7300000,245730
SBER,5,20170328,145500,162.7600000,163.2000000,162.7200000,163.1700000,551460
SBER,5,20170328,150000,163.1100000,163.3000000,163.0800000,163.2100000,272330
SBER,5,20170328,150500,163.2100000,164.0000000,163.2100000,163.8500000,1446690
SBER,5,20170328,151000,163.8300000,164.1000000,163.6100000,163.6600000,875080
SBER,5,20170328,151500,163.7000000,164.0100000,163.6800000,163.8700000,194270
SBER,5,20170328,152000,163.8700000,163.9100000,163.6200000,163.7200000,307880
SBER,5,20170328,152500,163.6700000,163.7300000,163.6000000,163.6600000,128490
SBER,5,20170328,153000,163.6900000,163.7000000,163.5300000,163.5400000,133020
SBER,5,20170328,153500,163.5400000,163.6800000,163.5300000,163.6500000,132350
SBER,5,20170328,154000,163.6500000,163.6800000,163.5500000,163.5900000,52820
SBER,5,20170328,154500,163.5800000,163.6000000,163.4200000,163.4800000,177610
SBER,5,20170328,155000,163.4200000,163.4200000,163.1100000,163.2400000,349670
SBER,5,20170328,155500,163.2400000,163.3100000,163.0500000,163.1000000,196060
SBER,5,20170328,160000,163.1000000,163.1400000,162.7600000,162.9200000,321670
SBER,5,20170328,160500,162.8400000,163.0400000,162.8100000,163.0200000,293110
SBER,5,20170328,161000,163.0200000,163.3600000,162.8100000,163.1900000,649590
SBER,5,20170328,161500,163.1500000,163.7000000,163.0100000,163.0400000,981560
SBER,5,20170328,162000,163.0200000,163.0600000,162.9000000,162.9000000,80090
SBER,5,20170328,162500,162.8900000,162.9000000,162.6700000,162.7300000,394940
SBER,5,20170328,163000,162.7000000,162.7000000,162.4100000,162.4500000,451110
SBER,5,20170328,163500,162.4400000,162.7600000,162.3500000,162.6900000,329320
SBER,5,20170328,164000,162.6900000,162.7900000,162.6100000,162.7100000,113230
SBER,5,20170328,164500,162.6400000,162.8600000,162.6000000,162.6600000,75960
SBER,5,20170328,165000,162.7200000,162.7500000,162.5000000,162.5300000,128840
SBER,5,20170328,165500,162.5500000,162.5900000,162.3400000,162.4700000,157670
SBER,5,20170328,170000,162.5000000,162.7000000,162.4000000,162.6300000,137710
SBER,5,20170328,170500,162.6400000,163.1300000,162.6000000,163.1200000,266760
SBER,5,20170328,171000,163.1200000,163.2000000,162.9000000,163.0500000,340420
SBER,5,20170328,171500,163.0800000,163.1200000,163.0000000,163.0500000,144970
SBER,5,20170328,172000,163.0100000,163.1200000,162.6500000,162.7100000,174880
SBER,5,20170328,172500,162.7100000,162.7900000,162.6000000,162.7100000,207580
SBER,5,20170328,173000,162.6300000,162.8200000,162.5100000,162.6000000,181950
SBER,5,20170328,173500,162.6500000,162.8100000,162.5400000,162.8100000,56470
SBER,5,20170328,174000,162.8100000,163.0000000,162.7300000,162.9400000,246160
SBER,5,20170328,174500,162.9400000,163.0500000,162.6700000,163.0400000,367460
SBER,5,20170328,175000,163.0300000,163.0500000,162.9000000,163.0500000,171130
SBER,5,20170328,175500,163.0200000,163.0500000,162.8900000,163.0400000,210060
SBER,5,20170328,180000,163.0400000,163.0500000,162.7900000,163.0100000,204420
SBER,5,20170328,180500,163.0000000,163.3900000,162.9300000,163.3400000,343870
SBER,5,20170328,181000,163.3900000,163.5800000,163.3500000,163.5000000,583360
SBER,5,20170328,181500,163.5000000,163.5800000,163.2600000,163.3000000,191710
SBER,5,20170328,182000,163.3000000,163.4200000,163.2100000,163.2800000,146820
SBER,5,20170328,182500,163.3900000,163.3900000,163.1000000,163.1000000,215740
SBER,5,20170328,183000,163.1400000,163.4800000,163.0900000,163.4100000,341940
SBER,5,20170328,183500,163.4500000,163.6400000,163.3300000,163.5900000,522530
SBER,5,20170328,184000,163.5900000,163.8000000,163.4100000,163.8000000,1040140
SBER,5,20170328,185000,163.6600000,163.6600000,163.6600000,163.6600000,235390
SBER,5,20170329,100500,164.0100000,164.5000000,164.0000000,164.3000000,1084010
SBER,5,20170329,101000,164.2900000,164.3500000,163.9000000,163.9800000,449630
SBER,5,20170329,101500,163.9400000,164.1400000,163.7200000,164.0600000,352540
SBER,5,20170329,102000,164.0600000,164.2500000,164.0100000,164.0900000,200700
SBER,5,20170329,102500,164.0600000,164.2000000,163.9900000,164.0600000,136590
SBER,5,20170329,103000,164.1300000,164.2000000,163.7500000,164.1700000,453770
SBER,5,20170329,103500,164.1000000,164.3900000,164.0500000,164.2800000,501510
SBER,5,20170329,104000,164.2900000,164.4500000,164.2200000,164.4000000,172000
SBER,5,20170329,104500,164.3500000,164.4000000,164.1000000,164.1000000,159490
SBER,5,20170329,105000,164.1000000,164.1500000,163.9400000,164.0900000,170120
SBER,5,20170329,105500,164.0500000,164.2000000,163.9800000,164.2000000,86430
SBER,5,20170329,110000,164.1700000,164.7200000,164.0600000,164.6000000,910220
SBER,5,20170329,110500,164.6400000,164.9000000,164.4500000,164.7600000,838530
SBER,5,20170329,111000,164.7500000,164.7800000,164.4000000,164.4800000,417540
SBER,5,20170329,111500,164.4800000,164.5500000,164.4000000,164.4500000,201040
SBER,5,20170329,112000,164.4400000,164.4800000,164.1200000,164.2500000,232220
SBER,5,20170329,112500,164.2500000,164.2500000,164.1500000,164.2500000,30880
SBER,5,20170329,113000,164.2300000,164.2500000,164.1700000,164.2000000,42900
SBER,5,20170329,113500,164.2300000,164.2500000,164.1100000,164.1400000,171230
SBER,5,20170329,114000,164.1400000,164.1400000,164.0000000,164.0500000,228970
SBER,5,20170329,114500,164.0700000,164.1500000,164.0000000,164.0100000,80470
SBER,5,20170329,115000,164.0100000,164.0700000,163.8100000,163.8700000,378630
SBER,5,20170329,115500,163.8700000,163.9100000,163.8000000,163.8400000,237250
SBER,5,20170329,120000,163.8700000,163.9100000,163.7500000,163.8700000,315320
SBER,5,20170329,120500,163.8700000,164.0100000,163.8300000,164.0100000,117260
SBER,5,20170329,121000,163.9500000,164.0900000,163.8800000,163.9200000,60210
SBER,5,20170329,121500,163.9500000,164.3000000,163.9400000,164.1800000,153820
SBER,5,20170329,122000,164.1600000,164.2900000,164.0100000,164.1000000,130950
SBER,5,20170329,122500,164.1000000,164.1000000,163.8700000,163.8700000,121360
SBER,5,20170329,123000,163.8800000,163.8800000,163.4500000,163.5200000,851600
SBER,5,20170329,123500,163.5200000,163.6400000,163.4500000,163.4500000,348010
SBER,5,20170329,124000,163.4700000,163.4700000,163.2300000,163.3700000,631620
SBER,5,20170329,124500,163.3700000,163.4700000,163.2400000,163.4700000,109830
SBER,5,20170329,125000,163.4700000,163.6000000,163.2500000,163.6000000,101280
SBER,5,20170329,125500,163.5800000,163.7100000,163.5200000,163.6500000,84260
SBER,5,20170329,130000,163.6300000,163.6700000,163.3400000,163.3400000,90880
SBER,5,20170329,130500,163.3900000,163.4800000,163.1500000,163.2100000,257800
SBER,5,20170329,131000,163.2100000,163.4500000,163.1200000,163.3400000,143460
SBER,5,20170329,131500,163.3800000,163.4400000,163.3400000,163.4000000,57280
SBER,5,20170329,132000,163.4000000,163.4300000,163.2000000,163.2700000,177350
SBER,5,20170329,132500,163.2700000,163.3300000,163.0700000,163.1700000,194050
SBER,5,20170329,133000,163.1100000,163.2800000,163.1000000,163.2000000,57690
SBER,5,20170329,133500,163.2600000,163.2600000,162.9500000,163.0200000,312030
SBER,5,20170329,134000,163.0500000,163.1000000,162.9800000,163.1000000,71560
SBER,5,20170329,134500,163.0500000,163.2600000,163.0300000,163.2000000,135750
SBER,5,20170329,135000,163.2000000,163.2800000,163.1500000,163.2500000,10060
SBER,5,20170329,135500,163.2200000,163.4500000,163.2100000,163.4500000,165060
SBER,5,20170329,140000,163.4500000,163.4800000,163.3000000,163.4000000,77600
SBER,5,20170329,140500,163.4300000,163.4500000,163.2500000,163.4000000,72650
SBER,5,20170329,141000,163.4300000,163.4300000,163.2300000,163.3000000,156210
SBER,5,20170329,141500,163.3000000,163.3400000,163.2500000,163.2800000,30220
SBER,5,20170329,142000,163.2800000,163.3300000,163.2200000,163.3300000,23690
SBER,5,20170329,142500,163.3300000,163.4100000,163.2800000,163.3400000,49030
SBER,5,20170329,143000,163.3700000,163.4000000,163.2200000,163.3000000,214190
SBER,5,20170329,143500,163.2400000,163.2800000,163.1300000,163.1400000,73960
SBER,5,20170329,144000,163.1300000,163.1400000,162.8100000,163.0500000,761010
SBER,5,20170329,144500,163.0400000,163.0500000,162.9800000,163.0500000,58280
